transaction_id,amount,transaction_type,sender_bank,receiver_bank,device_type,hour_of_day,day_of_week,transaction_freq_1hr,location_distance_km,new_device,failed_attempts,account_age_days,pin_changed_recently,is_weekend,timestamp,is_fraud,risk_score,upi_id,source
TXN000526,943.02,Shopping,PNB,BOI,Web,16,6,0,137.5,0,1,376,0,1,2024-09-29 16:11:00,0,,,
TXN000527,1.21,P2M,ICICI,Kotak,Android,0,4,17,1142.9,1,2,18,1,0,2024-09-27 00:20:00,1,,,
TXN000528,47608.71,P2M,BOI,PNB,iOS,16,2,2,90.7,0,1,1627,0,0,2024-01-31 16:39:00,0,,,
TXN000529,41388.79,Bill Payment,Canara,BOI,Android,8,5,4,293.0,0,1,501,0,1,2024-04-13 08:15:00,0,,,
TXN000530,20380.61,P2M,Kotak,BOI,iOS,9,2,4,481.7,0,0,3155,0,0,2024-01-10 09:17:00,0,,,
TXN000531,2.83,Recharge,Kotak,ICICI,Android,14,2,12,1843.8,1,5,2,1,0,2024-03-27 14:50:00,1,,,
TXN000532,9999.5,Bill Payment,HDFC,BOI,Web,10,4,11,1962.9,1,2,6,0,0,2024-06-28 10:53:00,1,,,
TXN000533,6.01,Bill Payment,PNB,Axis,iOS,5,6,15,2709.8,0,5,9,1,1,2024-09-15 05:51:00,1,,,
TXN000534,16429.58,Shopping,Canara,BOI,Web,20,5,0,304.4,1,0,2785,0,1,2024-03-09 20:41:00,0,,,
TXN000535,10000.08,P2P,HDFC,Canara,iOS,12,0,17,2568.7,1,3,27,0,0,2024-03-04 12:22:00,1,,,
TXN000536,22234.44,Bill Payment,Axis,Axis,iOS,9,3,2,340.3,0,0,398,0,0,2024-01-11 09:48:00,0,,,
TXN000537,1849.43,Shopping,Canara,ICICI,Web,13,3,4,104.5,0,1,484,0,0,2024-12-26 13:45:00,0,,,
TXN000538,36943.35,Shopping,Axis,Kotak,Android,16,0,1,32.7,0,0,551,0,0,2024-11-04 16:36:00,0,,,
TXN000539,1165.64,P2P,PNB,BOI,iOS,21,4,4,126.5,0,1,38,0,0,2024-12-13 21:34:00,0,,,
TXN000540,34011.87,Bill Payment,SBI,BOI,Android,13,3,0,441.9,0,1,1750,0,0,2024-07-04 13:33:00,0,,,
TXN000541,44006.12,P2P,HDFC,SBI,iOS,18,3,3,478.9,0,0,703,0,0,2024-04-25 18:44:00,0,,,
TXN000542,1210.94,Bill Payment,Axis,HDFC,Web,18,3,2,123.6,0,1,3439,0,0,2024-06-20 18:53:00,0,,,
TXN000543,38207.29,P2P,ICICI,SBI,iOS,15,2,0,487.3,0,1,1313,0,0,2024-10-23 15:07:00,0,,,
TXN000544,141610.8,Shopping,SBI,Canara,iOS,14,3,17,1504.2,1,5,8,0,0,2024-05-30 14:54:00,1,,,
TXN000545,21411.01,P2M,HDFC,HDFC,Android,15,2,5,468.8,0,1,2148,0,0,2024-02-21 15:21:00,0,,,
TXN000546,3386.55,Shopping,Canara,ICICI,Android,17,1,4,63.0,0,1,1754,0,0,2024-04-09 17:57:00,0,,,
TXN000547,10000.17,P2P,ICICI,SBI,Android,23,1,9,868.5,1,4,10,1,0,2024-07-02 23:19:00,1,,,
TXN000548,41760.39,P2M,Canara,Canara,Web,19,6,1,488.3,0,0,3246,0,1,2024-08-04 19:22:00,0,,,
TXN000549,42601.91,P2P,Canara,Axis,Android,14,3,2,209.3,0,1,3618,0,0,2024-06-20 14:39:00,0,,,
TXN000550,34664.1,P2M,BOI,ICICI,Android,13,4,3,367.3,0,1,3336,0,0,2024-04-19 13:15:00,0,,,
TXN000551,3695.82,P2M,Axis,Kotak,Android,3,2,2,220.2,0,1,209,0,0,2024-02-28 03:09:00,0,,,
TXN000552,13107.32,P2M,BOI,HDFC,iOS,8,3,1,98.0,0,1,444,1,0,2024-10-10 08:15:00,0,,,
TXN000553,15260.57,P2P,ICICI,ICICI,Android,9,1,1,470.6,0,1,3627,0,0,2024-07-09 09:42:00,0,,,
TXN000554,18915.99,P2M,PNB,Axis,Android,11,5,5,122.3,1,0,3529,0,1,2024-11-02 11:27:00,0,,,
TXN000555,14010.86,P2P,ICICI,BOI,Web,8,1,3,104.6,1,1,3269,0,0,2024-09-17 08:37:00,0,,,
TXN000556,18719.56,Recharge,SBI,Axis,Android,13,0,5,186.9,0,1,1970,0,0,2024-04-01 13:20:00,0,,,
TXN000557,22609.48,P2M,HDFC,Kotak,iOS,9,6,3,444.4,0,1,1072,0,1,2024-04-21 09:19:00,0,,,
TXN000558,11516.58,Bill Payment,Kotak,BOI,Android,4,3,2,213.1,0,1,1535,0,0,2024-09-19 04:39:00,0,,,
TXN000559,11697.18,P2M,HDFC,HDFC,Android,15,1,0,147.3,0,0,3248,0,0,2024-07-02 15:57:00,0,,,
TXN000560,27305.84,P2M,Kotak,SBI,iOS,11,2,2,151.4,0,1,810,0,0,2024-12-11 11:21:00,0,,,
TXN000561,17338.15,P2M,Axis,Canara,Android,23,4,4,378.9,1,0,3574,0,0,2024-07-26 23:52:00,0,,,
TXN000562,39300.87,Shopping,SBI,PNB,Android,17,5,0,156.5,0,1,888,0,1,2024-08-24 17:21:00,0,,,
TXN000563,6426.0,Recharge,Kotak,PNB,Web,21,4,5,417.1,0,1,1773,0,0,2024-01-05 21:31:00,0,,,
TXN000564,9.3,P2M,Canara,HDFC,iOS,14,0,17,2950.4,1,5,3,1,0,2024-11-04 14:58:00,1,,,
TXN000565,22582.25,P2P,BOI,Kotak,Android,19,5,0,337.4,0,1,139,0,1,2024-02-17 19:10:00,0,,,
TXN000566,32981.9,P2P,ICICI,BOI,iOS,6,1,4,5.5,0,1,1631,0,0,2024-01-30 06:23:00,0,,,
TXN000567,19455.75,Bill Payment,Axis,Canara,iOS,20,0,1,154.9,0,1,680,0,0,2024-04-15 20:08:00,0,,,
TXN000568,49554.34,P2P,HDFC,Kotak,Web,12,1,1,262.9,0,1,1914,0,0,2024-07-23 12:38:00,0,,,
TXN000569,22820.77,Shopping,BOI,Canara,iOS,16,0,2,195.5,0,0,1730,0,0,2024-12-30 16:50:00,0,,,
TXN000570,9180.38,Bill Payment,HDFC,Axis,iOS,14,5,0,119.8,0,1,3644,0,1,2024-07-20 14:44:00,0,,,
TXN000571,38095.42,P2M,SBI,Canara,Android,8,6,0,252.2,0,1,1877,0,1,2024-07-07 08:04:00,0,,,
TXN000572,9999.76,Recharge,HDFC,HDFC,Web,11,1,6,526.8,1,3,11,0,0,2024-04-09 11:25:00,1,,,
TXN000573,35681.94,Bill Payment,HDFC,BOI,Android,12,3,2,420.8,0,0,2516,0,0,2024-08-29 12:52:00,0,,,
TXN000574,7.1,Shopping,SBI,SBI,iOS,4,1,11,1605.1,1,2,13,0,0,2024-12-31 04:02:00,1,,,
TXN000575,46441.74,P2P,Axis,HDFC,Web,11,3,0,8.0,1,0,1410,0,0,2024-05-02 11:12:00,0,,,
TXN000576,8360.69,Recharge,HDFC,Axis,Android,12,6,2,161.3,0,0,2248,0,1,2024-02-25 12:52:00,0,,,
TXN000577,98505.17,P2M,BOI,Kotak,Web,11,3,7,2144.9,1,4,2,1,0,2024-08-22 11:14:00,1,,,
TXN000578,49523.81,P2M,PNB,ICICI,Web,16,4,2,479.5,0,1,2806,0,0,2024-10-18 16:10:00,0,,,
TXN000579,34384.38,P2M,SBI,Axis,Android,22,5,0,167.6,0,1,1596,0,1,2024-12-07 22:30:00,0,,,
TXN000580,44840.0,P2M,BOI,Axis,Web,10,2,1,309.9,1,1,2072,0,0,2024-08-07 10:48:00,0,,,
TXN000581,10000.89,P2M,PNB,PNB,Android,20,5,15,2109.0,0,5,21,0,1,2024-03-09 20:17:00,1,,,
TXN000582,2713.16,Recharge,SBI,HDFC,iOS,20,1,5,348.1,0,1,2165,0,0,2024-05-07 20:51:00,0,,,
TXN000583,78869.82,P2M,Axis,BOI,Android,3,4,11,1090.8,1,5,10,1,0,2024-03-29 03:37:00,1,,,
TXN000584,15162.0,Recharge,Canara,BOI,Web,14,3,2,431.2,0,1,1661,0,0,2024-11-21 14:12:00,0,,,
TXN000585,21677.19,Shopping,ICICI,Kotak,iOS,8,1,3,213.7,1,1,2467,0,0,2024-09-03 08:01:00,0,,,
TXN000586,22685.62,P2P,SBI,PNB,iOS,11,2,0,166.6,0,0,663,0,0,2024-11-06 11:30:00,0,,,
TXN000587,20796.85,P2P,BOI,ICICI,Android,12,2,3,153.9,0,0,1704,0,0,2024-07-10 12:24:00,0,,,
TXN000588,47855.27,Recharge,Axis,Axis,iOS,17,3,5,244.3,0,0,2696,0,0,2024-06-27 17:32:00,0,,,
TXN000589,10000.35,P2M,SBI,HDFC,Android,16,5,19,2860.7,1,3,20,1,1,2024-03-16 16:16:00,1,,,
TXN000590,45844.97,Bill Payment,Kotak,BOI,Web,12,6,0,259.3,0,1,709,0,1,2024-10-27 12:57:00,0,,,
TXN000591,20586.33,Recharge,Kotak,SBI,Android,19,3,5,286.3,0,0,1131,0,0,2024-02-15 19:06:00,0,,,
TXN000592,88.91,P2M,ICICI,Axis,iOS,6,6,4,208.4,0,1,728,0,1,2024-12-22 06:26:00,0,,,
TXN000593,47424.68,Recharge,Canara,HDFC,Web,12,3,1,29.5,0,0,1092,0,0,2024-04-18 12:11:00,0,,,
TXN000594,14663.35,P2P,SBI,Kotak,Android,11,1,2,14.8,0,1,2785,0,0,2024-05-21 11:04:00,0,,,
TXN000595,39462.47,Bill Payment,BOI,PNB,iOS,4,3,0,187.8,0,1,2020,0,0,2024-04-18 04:33:00,0,,,
TXN000596,17160.44,P2P,SBI,Canara,Web,11,3,5,199.2,0,1,3606,0,0,2024-05-02 11:23:00,0,,,
TXN000597,41772.7,Recharge,BOI,Axis,Android,20,6,0,434.5,0,0,1539,0,1,2024-01-14 20:38:00,0,,,
TXN000598,47877.78,Shopping,Canara,BOI,Web,18,1,2,436.7,0,1,2806,0,0,2024-01-09 18:40:00,0,,,
TXN000599,4077.65,P2M,SBI,ICICI,iOS,12,5,5,452.6,0,1,2516,0,1,2024-08-31 12:42:00,0,,,
TXN000600,15074.4,P2M,Axis,Axis,Android,16,0,3,84.0,0,0,2004,0,0,2024-10-07 16:55:00,0,,,
TXN000601,32990.66,Bill Payment,Canara,HDFC,Web,7,5,0,80.1,0,1,3168,0,1,2024-08-10 07:45:00,0,,,
TXN000602,9999.18,Recharge,Axis,Axis,iOS,9,2,7,2110.0,1,5,21,0,0,2024-04-24 09:59:00,1,,,
TXN000603,63152.05,Shopping,Axis,BOI,iOS,18,3,16,818.5,1,5,19,0,0,2024-02-29 18:36:00,1,,,
TXN000604,18257.54,Recharge,PNB,ICICI,iOS,16,1,5,300.8,0,1,67,0,0,2024-03-05 16:33:00,0,,,
TXN000605,24996.63,Shopping,HDFC,Kotak,Web,13,6,1,373.5,0,0,2483,0,1,2024-11-03 13:18:00,0,,,
TXN000606,31557.54,P2M,SBI,ICICI,iOS,9,2,3,29.4,0,0,3421,0,0,2024-05-29 09:45:00,0,,,
TXN000607,14962.1,Recharge,HDFC,Kotak,iOS,18,4,4,196.1,0,1,1456,0,0,2024-03-22 18:01:00,0,,,
TXN000608,9762.66,Bill Payment,Canara,ICICI,Web,19,5,1,161.7,0,0,3510,0,1,2024-07-20 19:06:00,0,,,
TXN000609,154393.33,P2M,SBI,HDFC,iOS,19,2,5,1405.6,0,3,13,0,0,2024-04-10 19:47:00,1,,,
TXN000610,8989.85,P2M,BOI,Canara,iOS,5,4,2,296.7,0,1,1033,1,0,2024-09-20 05:41:00,0,,,
TXN000611,47728.22,Recharge,Kotak,Canara,iOS,15,3,5,495.6,0,0,3215,0,0,2024-07-11 15:49:00,0,,,
TXN000612,10000.28,Recharge,Kotak,ICICI,Android,6,6,20,1184.3,0,3,13,1,1,2024-10-27 06:36:00,1,,,
TXN000613,35691.27,Shopping,HDFC,Axis,Web,19,2,3,406.4,1,1,291,0,0,2024-10-02 19:11:00,0,,,
TXN000614,9041.4,P2M,HDFC,Kotak,Android,15,1,4,223.6,0,0,557,0,0,2024-04-02 15:00:00,0,,,
TXN000615,68707.57,P2M,Canara,PNB,Web,11,0,12,1251.5,0,4,22,1,0,2024-12-02 11:00:00,1,,,
TXN000616,49839.89,Bill Payment,Axis,ICICI,Web,15,2,5,49.5,0,0,180,0,0,2024-09-18 15:13:00,0,,,
TXN000617,29593.24,Bill Payment,BOI,ICICI,Web,10,3,0,274.9,0,0,1668,0,0,2024-11-14 10:27:00,0,,,
TXN000618,31482.11,Bill Payment,BOI,BOI,Android,10,2,5,96.3,0,0,1749,0,0,2024-11-20 10:44:00,0,,,
TXN000619,12382.41,Bill Payment,ICICI,Axis,iOS,10,6,5,274.2,1,0,1516,0,1,2024-09-29 10:07:00,0,,,
TXN000620,106573.4,Bill Payment,Kotak,HDFC,Android,18,0,14,1972.1,1,4,23,1,0,2024-03-04 18:11:00,1,,,
TXN000621,47326.05,Bill Payment,SBI,ICICI,Web,12,1,5,338.9,0,1,1983,0,0,2024-06-25 12:51:00,0,,,
TXN000622,9999.11,Bill Payment,Canara,Kotak,iOS,16,0,12,2195.5,1,5,6,1,0,2024-07-08 16:45:00,1,,,
TXN000623,26034.53,P2P,HDFC,HDFC,Web,16,5,5,429.0,0,1,3186,0,1,2024-04-27 16:19:00,0,,,
TXN000624,4690.74,P2M,Canara,Canara,Web,14,1,2,277.1,0,0,1766,0,0,2024-02-13 14:47:00,0,,,
TXN000625,33841.94,Shopping,PNB,Axis,Web,14,0,0,308.1,0,0,2955,0,0,2024-03-04 14:25:00,0,,,
TXN000626,46023.74,Shopping,Axis,ICICI,Android,23,4,4,21.2,0,0,2792,0,0,2024-09-27 23:43:00,0,,,
TXN000627,6674.61,P2M,HDFC,Kotak,iOS,11,5,3,189.5,0,0,1414,0,1,2024-01-27 11:27:00,0,,,
TXN000628,13244.89,Recharge,SBI,PNB,Android,0,1,3,108.7,0,0,1926,0,0,2024-11-19 00:36:00,0,,,
TXN000629,16434.3,P2P,ICICI,BOI,Android,11,2,5,93.1,0,0,1794,0,0,2024-01-03 11:22:00,0,,,
TXN000630,355.45,Bill Payment,HDFC,Canara,Web,17,2,3,197.7,0,1,776,0,0,2024-05-08 17:14:00,0,,,
TXN000631,8100.1,P2M,BOI,BOI,Web,11,5,2,441.8,0,0,806,0,1,2024-08-10 11:00:00,0,,,
TXN000632,1590.01,P2M,PNB,BOI,Web,16,0,2,59.4,0,1,3306,0,0,2024-09-02 16:42:00,0,,,
TXN000633,37097.24,P2M,SBI,PNB,iOS,18,4,0,396.4,0,1,2078,1,0,2024-03-08 18:07:00,0,,,
TXN000634,36874.2,P2M,Kotak,HDFC,iOS,12,1,3,41.3,0,0,3017,0,0,2024-05-28 12:18:00,0,,,
TXN000635,12375.24,Shopping,ICICI,Axis,Android,18,3,5,391.4,0,0,802,0,0,2024-04-11 18:30:00,0,,,
TXN000636,9.91,Recharge,SBI,BOI,Web,0,4,6,1450.9,1,3,8,1,0,2024-04-12 00:05:00,1,,,
TXN000637,10000.89,Bill Payment,HDFC,BOI,Android,11,2,6,954.4,1,4,7,1,0,2024-06-12 11:57:00,1,,,
TXN000638,24569.4,Bill Payment,PNB,Axis,Web,11,1,5,6.8,0,0,1386,0,0,2024-02-27 11:06:00,0,,,
TXN000639,29220.52,P2P,HDFC,PNB,iOS,7,5,5,371.3,0,0,820,0,1,2024-02-24 07:08:00,0,,,
TXN000640,49482.33,Shopping,PNB,PNB,iOS,9,1,1,95.9,0,1,3622,0,0,2024-03-19 09:02:00,0,,,
TXN000641,5880.27,P2M,Kotak,SBI,Web,12,2,4,465.7,0,0,713,0,0,2024-09-04 12:26:00,0,,,
TXN000642,2.71,P2P,ICICI,Axis,Web,17,3,10,1594.4,1,5,13,0,0,2024-09-19 17:04:00,1,,,
TXN000643,43958.96,Shopping,HDFC,ICICI,Android,17,2,5,360.3,0,0,1243,0,0,2024-08-21 17:32:00,0,,,
TXN000644,1.35,Bill Payment,PNB,PNB,Android,22,5,6,2106.0,1,3,18,1,1,2024-05-18 22:55:00,1,,,
TXN000645,44200.48,Bill Payment,ICICI,Kotak,Android,10,5,4,147.4,0,0,3404,0,1,2024-03-09 10:26:00,0,,,
TXN000646,48938.33,Shopping,Axis,Canara,Android,17,4,5,372.9,0,1,3593,0,0,2024-10-25 17:06:00,0,,,
TXN000647,10203.89,P2P,Canara,ICICI,iOS,15,6,3,115.9,0,1,637,0,1,2024-07-21 15:09:00,0,,,
TXN000648,43118.99,Shopping,Axis,HDFC,Android,9,6,1,323.8,1,0,757,0,1,2024-09-08 09:46:00,0,,,
TXN000649,86788.08,P2P,ICICI,Axis,Android,17,0,5,2008.2,1,2,4,0,0,2024-03-11 17:46:00,1,,,
TXN000650,46930.53,Shopping,Canara,ICICI,iOS,15,4,0,271.2,0,0,858,0,0,2024-01-05 15:50:00,0,,,
TXN000651,7734.12,P2P,BOI,ICICI,Android,5,4,5,271.8,1,0,451,0,0,2024-12-20 05:17:00,0,,,
TXN000652,1209.8,P2P,Canara,ICICI,Android,12,5,5,143.4,0,1,2842,0,1,2024-03-16 12:22:00,0,,,
TXN000653,47823.76,P2M,BOI,PNB,Web,10,4,2,59.2,0,0,207,0,0,2024-02-09 10:39:00,0,,,
TXN000654,21267.97,Bill Payment,Kotak,HDFC,Android,19,1,4,408.8,0,0,1140,0,0,2024-12-17 19:19:00,0,,,
TXN000655,48902.69,Shopping,BOI,Kotak,Android,17,5,1,195.3,0,1,3366,0,1,2024-03-16 17:20:00,0,,,
TXN000656,2.64,Recharge,BOI,Canara,Web,13,1,18,2004.4,1,3,26,0,0,2024-09-03 13:44:00,1,,,
TXN000657,26628.4,Bill Payment,SBI,Axis,Android,18,0,4,357.5,0,0,2909,0,0,2024-07-15 18:05:00,0,,,
TXN000658,23701.58,Shopping,BOI,Axis,Android,8,0,2,180.4,0,0,1237,0,0,2024-02-26 08:03:00,0,,,
TXN000659,2802.72,P2P,HDFC,Canara,Web,8,6,1,188.7,1,1,1552,0,1,2024-12-22 08:45:00,0,,,
TXN000660,1518.98,Recharge,ICICI,Kotak,iOS,11,5,0,6.2,0,1,643,0,1,2024-02-10 11:15:00,0,,,
TXN000661,16873.48,Shopping,ICICI,SBI,iOS,17,5,2,55.6,1,0,2504,0,1,2024-12-21 17:00:00,0,,,
TXN000662,33998.38,Bill Payment,HDFC,BOI,Android,19,3,2,459.6,0,0,1765,0,0,2024-10-10 19:45:00,0,,,
TXN000663,20026.12,Recharge,PNB,BOI,iOS,5,4,5,488.0,0,0,3374,0,0,2024-07-19 05:11:00,0,,,
TXN000664,40168.93,P2M,HDFC,HDFC,Android,15,1,0,52.2,0,1,144,0,0,2024-04-09 15:17:00,0,,,
TXN000665,37828.51,Shopping,Canara,SBI,Android,10,2,5,464.6,0,0,2365,0,0,2024-10-09 10:12:00,0,,,
TXN000666,47176.02,Bill Payment,ICICI,HDFC,iOS,0,0,2,479.4,0,1,3109,0,0,2024-07-01 00:48:00,0,,,
TXN000667,37075.15,Recharge,HDFC,HDFC,Web,7,6,4,398.0,0,0,1218,0,1,2024-03-17 07:01:00,0,,,
TXN000668,10790.2,Bill Payment,Kotak,PNB,Web,16,2,5,80.5,0,1,1862,0,0,2024-03-13 16:49:00,0,,,
TXN000669,21550.76,Recharge,HDFC,SBI,Android,19,6,1,104.4,0,0,654,0,1,2024-12-15 19:24:00,0,,,
TXN000670,15484.02,Shopping,PNB,PNB,Android,19,2,0,227.4,0,1,691,0,0,2024-02-14 19:31:00,0,,,
TXN000671,5.15,Recharge,ICICI,Canara,iOS,18,2,9,2849.6,0,4,28,1,0,2024-08-14 18:41:00,1,,,
TXN000672,31235.35,P2P,Axis,SBI,Android,10,0,3,253.0,0,0,2572,0,0,2024-02-12 10:43:00,0,,,
TXN000673,14540.12,Shopping,Canara,HDFC,Android,8,1,0,111.5,0,0,1459,0,0,2024-07-23 08:54:00,0,,,
TXN000674,5426.33,Recharge,Axis,Canara,Android,21,0,3,99.7,0,1,1432,0,0,2024-07-22 21:49:00,0,,,
TXN000675,1923.73,Bill Payment,BOI,Canara,Android,8,2,5,106.7,0,1,285,0,0,2024-08-28 08:09:00,0,,,
TXN000676,9.57,Shopping,Axis,Kotak,Android,8,6,9,673.1,1,4,28,0,1,2024-03-31 08:05:00,1,,,
TXN000677,4631.14,P2M,BOI,PNB,Web,19,0,2,82.3,0,1,2002,0,0,2024-06-24 19:48:00,0,,,
TXN000678,41152.55,Bill Payment,SBI,ICICI,iOS,14,4,0,361.4,0,0,1356,0,0,2024-11-01 14:12:00,0,,,
TXN000679,24977.29,Recharge,HDFC,SBI,Android,11,2,2,260.3,1,1,3439,0,0,2024-12-11 11:26:00,0,,,
TXN000680,9390.97,P2P,PNB,PNB,Android,16,1,3,108.1,0,0,2813,0,0,2024-03-26 16:38:00,0,,,
TXN000681,15355.2,Shopping,BOI,PNB,Android,18,0,3,324.5,0,1,1470,0,0,2024-03-04 18:44:00,0,,,
TXN000682,22946.59,Shopping,HDFC,HDFC,Android,11,3,1,271.4,0,1,2627,0,0,2024-10-10 11:38:00,0,,,
TXN000683,9999.21,Recharge,BOI,HDFC,Android,18,5,19,1758.4,0,5,7,1,1,2024-10-05 18:06:00,1,,,
TXN000684,47528.07,Shopping,Kotak,Kotak,Web,11,6,5,351.9,0,0,1564,0,1,2024-08-25 11:26:00,0,,,
TXN000685,41925.82,Bill Payment,PNB,PNB,Android,18,2,1,2.1,0,0,93,1,0,2024-07-31 18:43:00,0,,,
TXN000686,49641.53,Recharge,ICICI,BOI,iOS,9,4,4,322.2,0,1,557,0,0,2024-07-19 09:12:00,0,,,
TXN000687,21875.71,Bill Payment,Axis,HDFC,Android,7,1,0,315.7,0,1,3459,0,0,2024-03-05 07:32:00,0,,,
TXN000688,9999.31,P2M,Kotak,Axis,Web,17,5,17,563.2,0,4,6,1,1,2024-02-10 17:36:00,1,,,
TXN000689,36318.37,Shopping,HDFC,HDFC,iOS,18,4,2,329.6,0,0,2599,1,0,2024-07-12 18:49:00,0,,,
TXN000690,6142.99,P2P,Canara,SBI,iOS,8,1,1,46.4,0,1,3463,0,0,2024-05-14 08:57:00,0,,,
TXN000691,1.69,Shopping,SBI,HDFC,iOS,21,2,19,2521.4,1,2,29,1,0,2024-11-20 21:58:00,1,,,
TXN000692,24200.71,Shopping,SBI,ICICI,Android,15,6,1,260.9,0,0,819,0,1,2024-10-06 15:00:00,0,,,
TXN000693,5748.27,P2M,HDFC,PNB,Web,9,6,1,41.7,0,0,1126,0,1,2024-06-16 09:08:00,0,,,
TXN000694,14723.1,Bill Payment,BOI,HDFC,Web,17,1,4,473.2,0,1,738,0,0,2024-09-10 17:27:00,0,,,
TXN000695,29383.07,P2P,BOI,BOI,Android,8,0,3,216.7,0,1,3371,0,0,2024-04-15 08:46:00,0,,,
TXN000696,18704.28,Shopping,PNB,BOI,Android,15,4,1,444.7,0,1,2433,0,0,2024-02-02 15:28:00,0,,,
TXN000697,171356.07,P2M,Canara,PNB,Android,1,0,16,862.6,1,2,11,0,0,2024-12-02 01:23:00,1,,,
TXN000698,19285.69,Recharge,BOI,PNB,iOS,15,3,0,280.5,0,0,2380,0,0,2024-09-26 15:13:00,0,,,
TXN000699,2492.49,Shopping,SBI,Kotak,Android,13,2,3,59.6,0,1,2451,0,0,2024-01-24 13:17:00,0,,,
TXN000700,42806.59,P2P,Canara,HDFC,iOS,22,5,1,420.8,0,0,1411,0,1,2024-08-24 22:18:00,0,,,
TXN000701,13740.93,Recharge,Canara,HDFC,iOS,17,1,4,387.3,0,0,1641,0,0,2024-07-23 17:05:00,0,,,
TXN000702,5146.15,P2M,PNB,SBI,Web,9,5,0,496.8,0,1,957,0,1,2024-01-06 09:08:00,0,,,
TXN000703,12991.79,P2M,Canara,HDFC,Android,17,0,2,37.5,0,1,1135,0,0,2024-02-26 17:03:00,0,,,
TXN000704,7408.59,Recharge,Kotak,PNB,Web,14,1,3,334.1,0,0,2397,0,0,2024-07-30 14:40:00,0,,,
TXN000705,4599.05,Recharge,SBI,Axis,Android,17,0,2,279.3,0,0,2876,0,0,2024-12-30 17:05:00,0,,,
TXN000706,23412.84,Recharge,ICICI,HDFC,Android,12,4,2,104.3,0,1,3144,0,0,2024-09-06 12:06:00,0,,,
TXN000707,18188.55,Bill Payment,HDFC,ICICI,iOS,22,2,1,390.0,0,1,1762,0,0,2024-11-13 22:32:00,0,,,
TXN000708,37253.85,Shopping,HDFC,PNB,iOS,9,4,2,14.3,0,1,1471,0,0,2024-08-23 09:11:00,0,,,
TXN000709,19852.43,P2M,Kotak,Axis,iOS,12,2,3,136.3,1,1,3028,0,0,2024-06-19 12:03:00,0,,,
TXN000710,13803.53,P2P,Kotak,Axis,Android,15,6,0,340.6,0,0,929,0,1,2024-09-22 15:27:00,0,,,
TXN000711,13780.22,P2M,PNB,Kotak,Web,19,1,3,196.0,0,1,2058,0,0,2024-12-24 19:45:00,0,,,
TXN000712,36696.77,P2P,ICICI,ICICI,iOS,7,5,5,311.1,0,0,727,0,1,2024-09-14 07:58:00,0,,,
TXN000713,7100.26,P2P,PNB,Canara,Web,1,4,2,10.4,0,0,729,0,0,2024-08-30 01:27:00,0,,,
TXN000714,180982.78,Bill Payment,PNB,Canara,iOS,14,1,12,1813.2,1,3,25,1,0,2024-05-28 14:53:00,1,,,
TXN000715,49489.76,Shopping,Canara,HDFC,iOS,10,4,2,229.4,0,1,2938,0,0,2024-09-06 10:16:00,0,,,
TXN000716,36413.49,Recharge,PNB,Axis,Web,2,0,1,329.7,0,1,156,0,0,2024-07-29 02:54:00,0,,,
TXN000717,4.4,Shopping,BOI,Kotak,iOS,20,4,19,2968.3,0,4,29,1,0,2024-12-13 20:34:00,1,,,
TXN000718,28980.05,P2P,Canara,ICICI,iOS,16,5,3,397.7,0,1,1211,0,1,2024-11-09 16:07:00,0,,,
TXN000719,26164.08,P2M,Kotak,HDFC,Android,10,5,1,151.8,0,1,93,0,1,2024-10-12 10:42:00,0,,,
TXN000720,264.46,P2M,Axis,BOI,Web,11,0,2,68.9,0,0,382,0,0,2024-01-01 11:03:00,0,,,
TXN000721,14547.19,Shopping,Kotak,ICICI,Web,3,6,5,318.5,0,0,1100,0,1,2024-06-30 03:15:00,0,,,
TXN000722,43797.86,Bill Payment,Canara,ICICI,iOS,18,1,1,125.0,0,0,1263,0,0,2024-03-12 18:43:00,0,,,
TXN000723,41694.28,Recharge,BOI,BOI,iOS,7,3,5,156.6,0,1,1948,0,0,2024-09-26 07:28:00,0,,,
TXN000724,133836.37,Recharge,SBI,Canara,Web,15,0,12,1950.8,1,4,2,0,0,2024-06-03 15:50:00,1,,,
TXN000725,2726.77,P2P,HDFC,SBI,Web,5,3,2,297.2,0,1,2858,0,0,2024-11-28 05:06:00,0,,,
TXN000726,7216.15,P2P,Canara,Axis,Android,17,1,1,447.5,0,0,1262,0,0,2024-09-10 17:08:00,0,,,
TXN000727,72953.31,Shopping,Kotak,Canara,Web,5,4,19,1476.8,0,5,6,0,0,2024-08-30 05:01:00,1,,,
TXN000728,21623.36,Bill Payment,HDFC,Canara,iOS,15,3,5,328.7,0,0,1980,0,0,2024-04-04 15:09:00,0,,,
TXN000729,19565.55,Recharge,SBI,Kotak,Android,16,5,3,406.7,0,1,1902,0,1,2024-02-24 16:29:00,0,,,
TXN000730,44662.12,P2M,PNB,Axis,iOS,15,0,2,481.4,0,1,1164,1,0,2024-01-22 15:58:00,0,,,
TXN000731,26257.53,P2M,Kotak,Kotak,iOS,13,5,1,175.9,0,1,1912,0,1,2024-03-30 13:41:00,0,,,
TXN000732,10000.93,P2P,SBI,ICICI,Android,16,0,13,823.6,1,4,19,0,0,2024-10-21 16:45:00,1,,,
